stem,image_path,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed,support_source
2008_007114,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007114.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007115,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007115.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007118,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007118.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007119,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007119.png,1,1,0.00894933,0.01071467,0.06274509,45.572460,tausb_mask,40,0,pseudo_fallback
2008_007120,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007120.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007123,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007123.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007124,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007124.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007129,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007129.png,1,1,0.17331733,0.17768533,0.06274509,32.090025,tausb_mask,40,0,pseudo_fallback
2008_007130,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007130.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007131,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007131.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007133,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007133.png,1,1,0.03446995,0.03895082,0.06274509,40.286320,tausb_mask,40,0,pseudo_fallback
2008_007134,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007134.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007138,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007138.png,1,1,0.16377600,0.17002667,0.06274509,32.281480,tausb_mask,40,0,pseudo_fallback
2008_007142,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007142.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007143,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007143.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007145,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007145.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007146,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007146.png,1,1,0.40548800,0.41346133,0.06274509,28.448799,tausb_mask,40,0,pseudo_fallback
2008_007147,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007147.png,1,1,0.33447467,0.34431467,0.06274509,29.163540,tausb_mask,40,0,pseudo_fallback
2008_007151,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007151.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007156,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007156.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007161,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007161.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007163,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007163.png,1,1,0.35665600,0.36328000,0.06274509,29.017142,tausb_mask,40,0,pseudo_fallback
2008_007164,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007164.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007165,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007165.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007166,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007166.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007167,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007167.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007168,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007168.png,1,1,0.24443733,0.25181333,0.06274509,30.603796,tausb_mask,40,0,pseudo_fallback
2008_007169,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007169.png,1,1,0.16701867,0.17408000,0.06274509,32.272901,tausb_mask,40,0,pseudo_fallback
2008_007171,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007171.png,1,1,0.00892800,0.01030400,0.06274509,44.845846,tausb_mask,40,0,pseudo_fallback
2008_007176,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007176.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007179,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007179.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007181,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007181.png,1,1,0.20705067,0.21338667,0.06274509,31.270980,tausb_mask,40,0,pseudo_fallback
2008_007182,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007182.png,1,1,0.25856533,0.26374933,0.06274509,30.283754,tausb_mask,40,0,pseudo_fallback
2008_007184,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007184.png,1,1,0.03298498,0.03667267,0.06274509,39.393371,tausb_mask,40,0,pseudo_fallback
2008_007185,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007185.png,1,1,0.05162722,0.05677515,0.06274509,37.292428,tausb_mask,40,0,pseudo_fallback
2008_007187,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007187.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007188,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007188.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007189,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007189.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007190,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007190.png,1,1,0.17768902,0.18373780,0.06274509,32.174172,tausb_mask,40,0,pseudo_fallback
2008_007194,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007194.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007195,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007195.png,1,1,0.19872533,0.20313067,0.06274509,31.991626,tausb_mask,40,0,pseudo_fallback
2008_007196,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007196.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007197,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007197.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007201,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007201.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007205,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007205.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007207,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007207.png,1,1,0.28559932,0.29340278,0.06274509,30.128229,tausb_mask,40,0,pseudo_fallback
2008_007208,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007208.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007211,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007211.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007214,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007214.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007216,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007216.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007217,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007217.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007218,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007218.png,1,1,0.53002667,0.54129600,0.06274509,27.294791,tausb_mask,40,0,pseudo_fallback
2008_007219,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007219.png,1,1,0.48070933,0.48738133,0.06274509,27.848991,tausb_mask,40,0,pseudo_fallback
2008_007221,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007221.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007222,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007222.png,1,1,0.12458962,0.12852830,0.06274509,33.571938,tausb_mask,40,0,pseudo_fallback
2008_007223,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007223.png,1,1,0.16735467,0.17200000,0.06274509,32.818835,tausb_mask,40,0,pseudo_fallback
2008_007225,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007225.png,1,1,0.01163200,0.01507733,0.06274509,43.813456,tausb_mask,40,0,pseudo_fallback
2008_007226,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007226.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007227,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007227.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007229,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007229.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007231,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007231.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007236,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007236.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007237,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007237.png,1,1,0.00300901,0.00393994,0.06274509,50.207324,tausb_mask,40,0,pseudo_fallback
2008_007239,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007239.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007241,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007241.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007242,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007242.png,1,1,0.41436267,0.42404267,0.06274509,28.960286,tausb_mask,40,0,pseudo_fallback
2008_007245,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007245.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007246,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007246.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007247,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007247.png,1,1,0.01990736,0.02334605,0.06274509,41.403766,tausb_mask,40,0,pseudo_fallback
2008_007250,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007250.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007252,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007252.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007254,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007254.png,1,1,0.19264533,0.19742400,0.06274509,31.631580,tausb_mask,40,0,pseudo_fallback
2008_007256,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007256.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007260,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007260.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007261,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007261.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007264,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007264.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007265,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007265.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007266,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007266.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007269,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007269.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007273,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007273.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007274,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007274.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007277,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007277.png,1,1,0.00932733,0.01094294,0.06274509,44.653369,tausb_mask,40,0,pseudo_fallback
2008_007279,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007279.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007280,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007280.png,1,1,0.08505000,0.08785500,0.06274509,35.118948,tausb_mask,40,0,pseudo_fallback
2008_007281,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007281.png,1,1,0.13324267,0.13694400,0.06274509,33.184794,tausb_mask,40,0,pseudo_fallback
2008_007282,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007282.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007285,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007285.png,1,1,0.18703303,0.19200601,0.06274509,31.704563,tausb_mask,40,0,pseudo_fallback
2008_007286,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007286.png,1,1,0.21268464,0.21777898,0.06274509,31.246575,tausb_mask,40,0,pseudo_fallback
2008_007287,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007287.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007289,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007289.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007291,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007291.png,1,1,0.35143275,0.36266667,0.06274509,29.050445,tausb_mask,40,0,pseudo_fallback
2008_007293,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007293.png,1,1,0.53510933,0.54303467,0.06274509,27.191860,tausb_mask,40,0,pseudo_fallback
2008_007295,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007295.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007298,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007298.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007305,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007305.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007307,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007307.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007311,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007311.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007312,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007312.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007313,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007313.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007314,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007314.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007317,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007317.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007319,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007319.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007320,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007320.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007321,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007321.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007323,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007323.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007324,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007324.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007325,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007325.png,1,1,0.07258667,0.07692267,0.06274509,36.041065,tausb_mask,40,0,pseudo_fallback
2008_007327,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007327.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007332,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007332.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007334,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007334.png,1,1,0.26708140,0.27360465,0.06274509,30.169092,tausb_mask,40,0,pseudo_fallback
2008_007335,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007335.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007336,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007336.png,1,1,0.33097006,0.33794012,0.06274509,29.608800,tausb_mask,40,0,pseudo_fallback
2008_007339,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007339.png,1,1,0.35679688,0.36561198,0.06274509,28.892986,tausb_mask,40,0,pseudo_fallback
2008_007343,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007343.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007344,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007344.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007346,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007346.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007348,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007348.png,1,1,0.03412267,0.03806400,0.06274509,39.084922,tausb_mask,40,0,pseudo_fallback
2008_007350,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007350.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007352,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007352.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007353,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007353.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007356,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007356.png,1,1,0.00420308,0.00521231,0.06274509,48.423478,tausb_mask,40,0,pseudo_fallback
2008_007357,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007357.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007358,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007358.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007361,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007361.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007363,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007363.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007364,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007364.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007374,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007374.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007375,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007375.png,1,1,0.04445955,0.05017476,0.06274509,38.340777,tausb_mask,40,0,pseudo_fallback
2008_007378,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007378.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007382,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007382.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007383,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007383.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007384,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007384.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007388,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007388.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007389,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007389.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
2008_007390,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/2008_007390.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
